origin	destination	reason	MODO	HMV	RED	duration	distance	strata	age	gender	FEV	ID	
216 262 2 1 6.63 AM 15 0.6986 2 9 2 41.84 31 
262 216 6 1 12.75 MD 30 0.6986 2 9 2 41.84 31 
216 215 2 1 11.63 MD 15 0.5328 2 8 2 41.84 32 
215 216 6 1 5.75 AM 30 0.5328 2 8 2 41.84 32 
216 18 3 2 6.333 AM 40 5.7911 2 71 1 41.84010417 48 
18 216 6 2 7.792 AM 35 5.7911 2 71 1 41.84010417 48 
216 359 1 1 8.375 AM 15 0.2507 2 71 1 41.84010417 48 
359 216 6 1 16.667 PM 20 0.2507 2 71 1 41.84010417 48 
216 359 5 1 10.25 MD 30 0.2507 2 67 2 41.84010417 49 
359 216 6 1 13.75 MD 30 0.2507 2 67 2 41.84010417 49 
216 241 4 2 14.625 MD 45 3.3959 2 63 2 41.84010417 63 
241 216 6 2 16.625 PM 45 3.3959 2 63 2 41.84010417 63 
216 318 1 2 3.875 MN 45 17.7073 2 50 1 41.84010417 76 
318 216 6 4 15.875 MD 15 17.7073 2 50 1 41.84010417 76 
216 44 7 2 6.5 AM 60 7.0184 2 20 1 41.84010417 77 
44 216 6 2 10.5 MD 60 7.0184 2 20 1 41.84010417 77 
216 359 2 1 12.375 MD 15 0.2507 2 16 1 41.84010417 78 
359 216 6 1 18.125 PM 15 0.2507 2 16 1 41.84010417 78 
216 235 1 2 10.42 MD 50 4.3501 2 73 2 41.84 100 
235 216 6 2 21.58 PM 50 4.3501 2 73 2 41.84 100 
216 242 1 2 7.25 AM 30 3.4147 2 40 2 41.84 101 
242 216 6 2 20.75 PM 30 3.4147 2 40 2 41.84 101 
216 79 1 4 8.42 AM 50 11.0253 2 25 2 41.84 102 
79 216 6 4 18.42 PM 50 11.0253 2 25 2 39.75 102 
216 79 1 4 5.50 AM 60 11.0253 2 21 2 41.84 103 
79 216 6 4 17.50 PM 60 11.0253 2 21 2 39.75 103 
216 7 1 2 13.33 MD 40 6.7904 2 18 1 41.84 104 
7 216 6 2 17.58 PM 30 6.7904 2 18 1 41.84 104 
216 22 7 2 9.833 AM 40 7.211 2 40 2 41.84010417 124 
22 216 6 2 13.917 MD 110 7.211 2 40 2 41.84010417 124 
216 187 2 2 15.333 MD 100 4.7482 2 19 2 41.84010417 125 
187 216 6 2 22.25 MN 90 4.7482 2 19 2 41.84010417 125 
216 18 1 2 7.75 AM 30 5.7911 2 31 1 41.84 175 
18 216 6 2 19.25 PM 30 5.7911 2 31 1 41.84 175 
216 109 1 2 7.92 AM 50 12.5741 2 30 1 37.66 176 
109 216 6 2 21.67 PM 40 12.5741 2 30 1 41.84 176 
216 329 1 4 6.33 AM 40 13.8733 2 28 1 50.21 177 
329 216 6 4 19.17 PM 40 13.8733 2 28 1 41.84 177 
216 216 2 1 6.58 AM 20 0 2 8 2 41.84 178 
216 216 6 1 11.83 MD 20 0 2 8 2 41.84 178 
216 215 4 1 6.708 AM 25 0.5328 2 56 2 41.84010417 189 
215 216 6 1 8.835 AM 19.8 0.5328 2 56 2 41.84010417 189 
216 215 7 1 12.167 MD 20 0.5328 2 25 2 41.84010417 190 
215 216 6 1 13.335 MD 19.8 0.5328 2 25 2 41.84010417 190 
216 216 2 1 8.583 AM 10 0 2 5 1 41.84010417 191 
216 216 6 1 15.915 MD 10.2 0 2 5 1 41.84010417 191 
216 170 1 2 5.167 AM 80 6.1921 2 38 1 41.84010417 207 
170 216 6 2 19 PM 60 6.1921 2 38 1 41.84010417 207 
216 23 5 2 8.333 AM 40 7.473 2 40 2 41.84010417 208 
23 216 6 2 16.998 PM 80.2 7.473 2 40 2 41.84010417 208 
216 356 2 1 11.875 MD 15 0.4974 2 16 2 41.84010417 209 
356 216 6 1 17.875 PM 15 0.4974 2 16 2 41.84010417 209 
216 95 1 4 6 AM 60 13.0129 2 18 1 38.91129688 210 
95 216 6 4 21.5 PM 60 13.0129 2 18 1 41.84010417 210 
216 356 2 1 11.875 MD 15 0.4974 2 13 1 41.84010417 211 
356 216 6 1 17.875 PM 15 0.4974 2 13 1 41.84010417 211 
216 356 2 1 11.875 MD 15 0.4974 2 14 1 41.84010417 212 
356 216 6 1 17.875 PM 15 0.4974 2 14 1 41.84010417 212 
216 229 2 2 5.75 AM 30 3.9828 2 27 1 41.84 233 
229 216 6 2 18.25 PM 30 3.9828 2 27 1 41.84 233 
216 79 2 4 7.83 AM 40 11.0253 2 23 1 38.91 234 
79 216 6 4 21.17 PM 40 11.0253 2 23 1 41.84 234 
216 60 1 3 7.75 AM 30 8.1112 2 24 1 41.84 235 
60 216 6 3 17.25 PM 30 8.1112 2 24 1 50.21 235 
164 231 1 2 13.25 MD 30 3.3206 3 29 1 16.4 856 
231 164 6 2 18.25 PM 30 3.3206 3 29 1 14.76 856 
151 285 1 3 7.25 AM 30 15.2283 3 55 2 41.56 982 
285 151 6 3 17.29 PM 35 15.2283 3 55 2 77.19 982 
151 150 5 1 12.04 MD 5 0.6157 3 20 2 59.38 983 
150 151 6 1 17.08 PM 10 0.6157 3 20 2 59.38 983 
151 147 5 1 18.04 PM 5 0.5969 3 20 2 59.38 983 
147 151 6 1 19.58 PM 10 0.5969 3 20 2 59.38 983 
151 151 2 1 7.02 AM 2 0 3 17 2 59.38 984 
151 151 6 1 13.02 MD 2 0 3 17 2 59.38 984 
151 156 3 3 16.583 PM 10 2.5588 3 57 2 59.375 1014 
156 151 6 3 18.625 PM 15 2.5588 3 57 2 83.125 1014 
151 142 1 2 7.625 AM 15 1.4968 3 54 1 59.375 1015 
142 151 6 2 18.167 PM 20 1.4968 3 54 1 59.375 1015 
151 86 1 3 7.75 AM 30 7.8041 3 23 2 59.375 1036 
86 82 4 2 17.125 PM 15 1.0768 3 23 2 59.375 1036 
82 151 6 2 19.21 PM 34.8 6.7273 3 23 2 59.375 1036 
151 79 2 4 14.333 MD 40 5.655 3 20 2 59.375 1037 
79 151 6 4 18.417 PM 50 5.655 3 20 2 56.40625 1037 
151 1 1 4 7.415 AM 10.2 4.0979 3 29 1 55.21875 1044 
1 151 6 4 12.25 MD 30 4.0979 3 29 1 59.375 1044 
151 7 1 5 7.75 AM 30 3.8022 3 31 1 71.25 1045 
7 151 6 5 20.25 PM 30 3.8022 3 31 1 59.375 1045 
151 7 1 5 7.75 AM 30 3.8022 3 29 1 71.25 1046 
7 151 6 5 20.25 PM 30 3.8022 3 29 1 59.375 1046 
151 150 2 1 8.042 AM 5 0.6157 3 7 1 59.375 1047 
150 151 6 1 12.042 MD 5 0.6157 3 7 1 59.375 1047 
151 150 7 1 8.04 AM 4.8 0.6157 3 28 2 59.375 1048 
150 151 6 1 8.21 AM 4.8 0.6157 3 28 2 59.375 1048 
151 150 7 1 11.873 MD 5.2 0.6157 3 28 2 59.375 1048 
150 151 6 1 12.042 MD 5 0.6157 3 28 2 59.375 1048 
151 208 1 2 7.25 AM 30 6.4619 3 42 2 59.38 1059 
208 126 7 2 12.21 MD 25 6.2035 3 42 2 59.38 1059 
126 208 1 2 13.75 MD 30 6.2035 3 42 2 59.38 1059 
208 151 6 2 19.25 PM 30 6.4619 3 42 2 59.38 1059 
151 123 2 3 6.58 AM 10 1.5723 3 15 2 41.56 1060 
123 161 4 5 15.63 MD 15 2.0935 3 15 2 59.38 1060 
161 151 6 5 16.08 PM 10 1.479 3 15 2 59.38 1060 
151 129 1 3 10.17 MD 20 1.6501 3 40 1 59.38 1118 
129 151 6 3 12.63 MD 15 1.6501 3 40 1 59.38 1118 
151 129 1 3 14.17 MD 20 1.6501 3 40 1 59.38 1118 
129 151 6 3 18.17 PM 20 1.6501 3 40 1 83.13 1118 
151 151 1 1 6.79 AM 5 0 3 40 2 59.38 1119 
151 151 6 1 16.96 PM 5 0 3 40 2 59.38 1119 
151 151 2 1 6.88 AM 5 0 3 12 2 59.38 1120 
151 151 6 1 15.08 MD 10 0 3 12 2 59.38 1120 
151 161 4 2 13.13 MD 15 1.479 3 56 2 59.38 1128 
161 151 6 2 16.08 PM 30 1.479 3 56 2 59.38 1128 
151 28 1 3 6.63 AM 15 4.0199 3 28 1 35.63 1129 
28 5 2 3 17.54 PM 5 1.3697 3 28 1 106.88 1129 
5 151 6 3 21.13 PM 15 3.592 3 28 1 59.38 1129 
151 318 1 4 6.38 AM 45 10.4868 3 25 1 71.25 1130 
318 151 6 4 19.50 PM 60 10.4868 3 25 1 59.38 1130 
151 134 1 1 7.13 AM 15 0.922 3 24 1 59.38 1131 
134 151 6 1 12.63 MD 15 0.922 3 24 1 59.38 1131 
151 79 2 4 18.75 PM 30 5.655 3 24 1 56.41 1131 
79 151 6 4 22.25 MN 30 5.655 3 24 1 59.38 1131 
151 134 7 1 7.083 AM 10 0.922 3 58 2 59.375 1135 
134 151 6 1 8.8 AM 6 0.922 3 58 2 59.375 1135 
151 131 3 1 16.25 PM 30 0.7699 3 57 2 59.375 1136 
131 151 6 1 20.25 PM 30 0.7699 3 57 2 59.375 1136 
150 130 7 5 8.083 AM 10 1.3352 3 76 1 41.05555556 1137 
130 150 6 5 8.752 AM 9.8 1.3352 3 76 1 41.05555556 1137 
150 24 7 2 10.333 MD 40 3.3846 3 76 1 41.05555556 1137 
24 150 6 2 12.333 MD 40 3.3846 3 76 1 41.05555556 1137 
150 78 1 4 7.25 AM 30 6.0313 3 45 1 38.18166667 1164 
78 161 1 4 12.167 MD 20 6.0154 3 45 1 41.05555556 1164 
161 161 1 1 13.042 MD 5 0 3 45 1 41.05555556 1164 
161 78 1 4 14.208 MD 25 6.0154 3 45 1 41.05555556 1164 
78 307 7 2 19.083 PM 10 5.9666 3 45 1 41.05555556 1164 
307 60 3 3 22.167 MN 20 8.5434 3 45 1 41.05555556 1164 
60 150 6 5 3.083 MN 10 4.5824 3 45 1 41.05555556 1164 
150 150 2 1 17.96 PM 4.8 0 3 58 1 41.05555556 1165 
150 150 6 1 21.542 PM 5 0 3 58 1 41.05555556 1165 
150 162 2 3 7.25 AM 30 1.4875 3 14 2 41.05555556 1166 
162 150 6 3 15.25 MD 30 1.4875 3 14 2 41.05555556 1166 
150 8 7 4 9.25 AM 30 4.031 3 53 2 41.05555556 1173 
8 150 6 4 10.75 MD 30 4.031 3 53 2 41.05555556 1173 
150 74 4 5 16.417 PM 20 6.8305 3 53 2 41.05555556 1173 
120 179 2 2 8.17 AM 20 3.6338 4 19 1 82.64 181 
179 120 6 2 17.17 PM 20 3.6338 4 19 1 82.64 181 
120 116 2 2 17.67 PM 20 1.4197 4 30 1 82.64 182 
116 120 6 2 20.33 PM 20 1.4197 4 30 1 82.64 182 
120 179 2 2 6.17 AM 20 3.6338 4 18 2 82.64 183 
179 120 6 2 17.17 PM 20 3.6338 4 18 2 82.64 183 
120 1 1 2 7.125 AM 15 3.8813 4 42 1 82.63888889 300 
1 42 1 2 7.75 AM 30 1.9298 4 42 1 82.63888889 300 
42 1 6 2 18.25 PM 30 1.9298 4 42 1 82.63888889 300 
1 120 6 2 19 PM 30 3.8813 4 42 1 82.63888889 300 
120 179 1 5 7.75 AM 30 3.6338 4 47 2 132.2222222 301 
179 120 6 5 18.25 PM 30 3.6338 4 47 2 148.75 301 
120 179 1 5 7.75 AM 30 3.6338 4 23 2 132.2222222 302 
179 120 6 5 18.25 PM 30 3.6338 4 23 2 148.75 302 
123 334 1 3 5.833 AM 40 7.8433 5 64 1 81.58000575 9 
334 123 6 3 18.333 PM 40 7.8433 5 64 1 89.73800632 9 
123 101 1 3 7.625 AM 15 2.4928 5 45 2 81.58000575 12 
101 123 6 3 12.375 MD 15 2.4928 5 45 2 81.58000575 12 
123 101 1 3 13.375 MD 15 2.4928 5 45 2 81.58000575 12 
101 123 6 3 16.875 PM 15 2.4928 5 45 2 81.58000575 12 
123 124 1 3 14.042 MD 5 0.4575 5 42 2 81.58000575 13 
124 123 6 3 17.083 PM 10 0.4575 5 42 2 114.212008 13 
123 101 5 5 14.083 MD 10 2.4928 5 12 1 81.58000575 14 
132 132 2 1 13.583 MD 10 0 6 5 1 59.31111111 1940 
132 132 6 1 17.583 PM 10 0 6 5 1 59.31111111 1940 
132 151 2 1 12.875 MD 15 0.6393 6 10 1 59.31111111 1941 
