origin	destination	reason	MODO	HMV	RED	duration	distance	strata	age	gender	FEV	ID	
76 365 6 4 14.5 MD 60 9.7382 1 24 1 32.75589793 215005 
365 1 5 4 5.333 AM 40 5.3619 1 18 1 32.75589793 305254 
1 365 6 4 11.165 MD 40.2 5.3619 1 18 1 32.75589793 305254 
365 221 2 2 6.75 AM 30 1.8209 1 8 1 32.75589793 419649 
221 365 6 2 12.25 MD 30 1.8209 1 8 1 32.75589793 419649 
365 79 4 4 8 AM 60 10.1926 1 79 1 32.75589793 441931 
79 365 6 4 12 MD 60 10.1926 1 79 1 32.75589793 441931 
215 335 1 4 5.67 AM 80 16.9439 1 40 1 41.51 107264 
335 215 6 4 18.75 PM 90 16.9439 1 40 1 45.08 107264 
215 215 2 1 6.04 AM 5 0 1 16 1 41.51 409758 
215 215 6 1 12.13 MD 5 0 1 16 1 41.51 409758 
215 215 2 1 12.38 MD 5 0 1 12 1 41.51 114921 
215 215 6 1 18.38 PM 5 0 1 12 1 41.51 114921 
365 18 1 2 7.88 AM 45 5.2679 1 60 1 32.76 224115 
18 365 6 2 17.67 PM 40 5.2679 1 60 1 32.76 224115 
365 18 1 2 7.88 AM 45 5.2679 1 50 2 32.76 241057 
18 365 6 2 17.67 PM 40 5.2679 1 50 2 32.76 241057 
365 18 1 2 7.88 AM 45 5.2679 1 18 1 32.76 451419 
18 365 6 2 17.67 PM 40 5.2679 1 18 1 32.76 451419 
365 241 4 2 9.5 AM 60 2.4615 1 67 1 32.75589793 200443 
241 365 6 2 12.5 MD 60 2.4615 1 67 1 32.75589793 200443 
166 164 1 1 8.083 AM 10 1.2015 1 34 2 55.36363636 34660 
164 166 5 1 11.83 MD 9.6 1.2015 1 34 2 55.36363636 34660 
166 164 1 1 15.083 MD 10 1.2015 1 34 2 55.36363636 34660 
164 166 6 1 18.083 PM 10 1.2015 1 34 2 55.36363636 34660 
166 27 1 3 6.875 AM 15 5.1657 1 30 1 33.21818182 55192 
27 166 6 3 19.625 PM 15 5.1657 1 30 1 55.36363636 55192 
166 163 2 1 12.293 MD 14.8 0.6652 1 12 2 55.36363636 95898 
163 166 6 1 18.625 PM 15 0.6652 1 12 2 55.36363636 95898 
166 18 3 2 7.125 AM 15 3.6594 1 56 2 55.36363636 828 
18 166 6 2 8.54 AM 25.2 3.6594 1 56 2 55.36363636 828 
166 163 2 1 12.292 MD 5 0.6652 1 13 2 55.36363636 499413 
163 166 6 1 18.542 PM 5 0.6652 1 13 2 55.36363636 499413 
166 18 3 2 14.167 MD 20 3.6594 1 50 2 55.36363636 85029 
18 166 6 2 15.04 MD 25.2 3.6594 1 50 2 55.36363636 85029 
166 1 7 2 11.875 MD 15 4.5317 1 48 2 55.36363636 62442 
1 166 6 2 22.875 MN 15 4.5317 1 48 2 55.36363636 62442 
166 166 1 1 7.708 AM 25 0 1 20 2 55.36363636 327670 
166 166 6 1 12.208 MD 25 0 1 20 2 55.36363636 327670 
166 166 1 1 13.708 MD 25 0 1 20 2 55.36363636 327670 
166 166 6 1 17.708 PM 25 0 1 20 2 55.36363636 327670 
166 232 1 2 6.75 AM 30 4.2925 1 43 1 55.36363636 409715 
232 166 6 2 18.417 PM 50 4.2925 1 43 1 49.82727273 409715 
166 410 1 3 5.5 AM 180 36.566 1 21 1 55.36363636 438132 
410 96 1 3 17 PM 120 40.9887 1 21 1 127.3363636 438132 
96 166 6 4 18.585 PM 49.8 8.4865 1 21 1 52.59545455 438132 
166 232 7 2 12.75 MD 30 4.2925 1 20 1 55.36363636 485442 
232 166 6 2 18.417 PM 50 4.2925 1 20 1 49.82727273 485442 
166 18 3 3 14.125 MD 15 3.6594 1 35 1 55.36363636 300297 
18 166 6 3 14.752 MD 9.8 3.6594 1 35 1 55.36363636 300297 
166 170 2 1 12.083 MD 10 0.6706 1 13 2 55.36363636 216803 
170 166 6 1 18.708 PM 25 0.6706 1 13 2 55.36363636 216803 
166 170 7 1 7.042 AM 5 0.6706 1 49 1 55.36363636 33281 
170 166 6 1 12.042 MD 5 0.6706 1 49 1 55.36363636 33281 
166 170 7 1 13.542 MD 5 0.6706 1 49 1 55.36363636 33281 
170 166 6 1 19.542 PM 5 0.6706 1 49 1 55.36363636 33281 
166 24 1 2 5.75 AM 30 4.5285 1 47 2 55.36363636 419275 
24 166 6 2 17.5 PM 60 4.5285 1 47 2 49.82727273 419275 
166 405 2 2 7.375 AM 45 4.6559 1 22 1 55.36363636 387742 
405 166 6 2 12.25 MD 30 4.6559 1 22 1 55.36363636 387742 
166 405 2 2 13.583 MD 40 4.6559 1 22 1 55.36363636 387742 
405 166 6 2 22.25 MN 30 4.6559 1 22 1 55.36363636 387742 
166 399 1 2 7.75 AM 30 4.4303 1 46 2 55.36363636 350918 
399 166 6 2 16.25 PM 30 4.4303 1 46 2 55.36363636 350918 
166 170 2 1 6.75 AM 30 0.6706 1 9 1 55.36363636 140044 
170 166 6 1 12.25 MD 30 0.6706 1 9 1 55.36363636 140044 
166 156 1 2 7.17 AM 20 3.0656 1 32 2 55.36 11593 
156 166 6 2 18.17 PM 20 3.0656 1 32 2 55.36 11593 
166 170 2 1 11.83 MD 20 0.6706 1 11 2 55.36 138049 
170 166 6 1 17.17 PM 20 0.6706 1 11 2 55.36 138049 
365 337 1 4 21 PM 60 19.955 1 28 1 32.75589793 413477 
337 365 6 4 7 AM 60 19.955 1 28 1 29.80786712 413477 
146 262 1 3 7.25 AM 30 9.1619 1 48 1 56.07 141117 
262 12 1 3 16.25 PM 30 6.3874 1 48 1 46.72 141117 
12 146 6 3 21.25 PM 30 5.5356 1 48 1 46.72 141117 
364 12 1 2 8.25 AM 30 5.1707 2 42 1 71.02093945 495977 
12 364 6 2 20.75 PM 30 5.1707 2 42 1 71.02093945 495977 
364 339 1 2 13.083 MD 70 28.1706 2 20 2 71.02093945 427136 
339 364 6 2 22.5 MN 60 28.1706 2 20 2 71.02093945 427136 
364 353 2 1 11.25 MD 30 0.5703 2 18 2 71.02093945 35234 
354 364 6 1 16.125 PM 15 0.4056 2 18 2 71.02093945 35234 
216 312 1 4 19.5 PM 60 15.5356 2 30 1 41.84010417 415836 
312 216 6 4 6.75 AM 90 15.5356 2 30 1 38.07449479 415836 
216 216 2 1 11.083 MD 10 0 2 7 2 41.84010417 28339 
216 216 6 1 16.915 PM 10.2 0 2 7 2 41.84010417 28339 
216 216 2 1 11.083 MD 10 0 2 6 1 41.84010417 215246 
216 216 6 1 16.915 PM 10.2 0 2 6 1 41.84010417 215246 
216 15 1 2 20.17 PM 20 4.836 2 45 1 41.84 75011 
15 216 6 2 9.17 AM 20 4.836 2 45 1 41.84 75011 
216 262 7 1 6.63 AM 15 0.6986 2 52 2 41.84 224127 
262 262 1 1 7.13 AM 15 0 2 52 2 41.84 224127 
262 262 7 1 11.88 MD 15 0 2 52 2 41.84 224127 
262 216 6 1 12.75 MD 30 0.6986 2 52 2 41.84 224127 
216 215 2 1 6.63 AM 15 0.5328 2 12 1 41.84 94010 
215 216 6 1 13.00 MD 60 0.5328 2 12 1 41.84 94010 
216 262 2 1 6.63 AM 15 0.6986 2 9 2 41.84 277754 
262 216 6 1 12.75 MD 30 0.6986 2 9 2 41.84 277754 
216 215 2 1 11.63 MD 15 0.5328 2 8 2 41.84 213768 
215 216 6 1 5.75 AM 30 0.5328 2 8 2 41.84 213768 
216 18 3 2 6.333 AM 40 5.7911 2 71 1 41.84010417 157635 
18 216 6 2 7.792 AM 35 5.7911 2 71 1 41.84010417 157635 
216 359 1 1 8.375 AM 15 0.2507 2 71 1 41.84010417 157635 
359 216 6 1 16.667 PM 20 0.2507 2 71 1 41.84010417 157635 
216 359 5 1 10.25 MD 30 0.2507 2 67 2 41.84010417 178156 
359 216 6 1 13.75 MD 30 0.2507 2 67 2 41.84010417 178156 
216 241 4 2 14.625 MD 45 3.3959 2 63 2 41.84010417 209473 
241 216 6 2 16.625 PM 45 3.3959 2 63 2 41.84010417 209473 
216 318 1 2 3.875 MN 45 17.7073 2 50 1 41.84010417 459008 
318 216 6 4 15.875 MD 15 17.7073 2 50 1 41.84010417 459008 
216 44 7 2 6.5 AM 60 7.0184 2 20 1 41.84010417 79473 
44 216 6 2 10.5 MD 60 7.0184 2 20 1 41.84010417 79473 
216 359 2 1 12.375 MD 15 0.2507 2 16 1 41.84010417 138247 
359 216 6 1 18.125 PM 15 0.2507 2 16 1 41.84010417 138247 
216 235 1 2 10.42 MD 50 4.3501 2 73 2 41.84 148321 
235 216 6 2 21.58 PM 50 4.3501 2 73 2 41.84 148321 
216 242 1 2 7.25 AM 30 3.4147 2 40 2 41.84 444297 
242 216 6 2 20.75 PM 30 3.4147 2 40 2 41.84 444297 
216 79 1 4 8.42 AM 50 11.0253 2 25 2 41.84 332634 
79 216 6 4 18.42 PM 50 11.0253 2 25 2 39.75 332634 
216 79 1 4 5.50 AM 60 11.0253 2 21 2 41.84 292475 
79 216 6 4 17.50 PM 60 11.0253 2 21 2 39.75 292475 
216 7 1 2 13.33 MD 40 6.7904 2 18 1 41.84 294600 
7 216 6 2 17.58 PM 30 6.7904 2 18 1 41.84 294600 
216 22 7 2 9.833 AM 40 7.211 2 40 2 41.84010417 361983 
22 216 6 2 13.917 MD 110 7.211 2 40 2 41.84010417 361983 
216 187 2 2 15.333 MD 100 4.7482 2 19 2 41.84010417 374137 
187 216 6 2 22.25 MN 90 4.7482 2 19 2 41.84010417 374137 
216 18 1 2 7.75 AM 30 5.7911 2 31 1 41.84 487165 
18 216 6 2 19.25 PM 30 5.7911 2 31 1 41.84 487165 
216 109 1 2 7.92 AM 50 12.5741 2 30 1 37.66 265460 
109 216 6 2 21.67 PM 40 12.5741 2 30 1 41.84 265460 
216 329 1 4 6.33 AM 40 13.8733 2 28 1 50.21 454379 
329 216 6 4 19.17 PM 40 13.8733 2 28 1 41.84 454379 
216 216 2 1 6.58 AM 20 0 2 8 2 41.84 463099 
216 216 6 1 11.83 MD 20 0 2 8 2 41.84 463099 
216 215 4 1 6.708 AM 25 0.5328 2 56 2 41.84010417 368460 
215 216 6 1 8.835 AM 19.8 0.5328 2 56 2 41.84010417 368460 
216 215 7 1 12.167 MD 20 0.5328 2 25 2 41.84010417 334817 
215 216 6 1 13.335 MD 19.8 0.5328 2 25 2 41.84010417 334817 
216 216 2 1 8.583 AM 10 0 2 5 1 41.84010417 204074 
216 216 6 1 15.915 MD 10.2 0 2 5 1 41.84010417 204074 
216 170 1 2 5.167 AM 80 6.1921 2 38 1 41.84010417 454459 
170 216 6 2 19 PM 60 6.1921 2 38 1 41.84010417 454459 
216 23 5 2 8.333 AM 40 7.473 2 40 2 41.84010417 249518 
23 216 6 2 16.998 PM 80.2 7.473 2 40 2 41.84010417 249518 
216 356 2 1 11.875 MD 15 0.4974 2 16 2 41.84010417 212998 
356 216 6 1 17.875 PM 15 0.4974 2 16 2 41.84010417 212998 
216 95 1 4 6 AM 60 13.0129 2 18 1 38.91129688 419226 
95 216 6 4 21.5 PM 60 13.0129 2 18 1 41.84010417 419226 
216 356 2 1 11.875 MD 15 0.4974 2 13 1 41.84010417 403732 
356 216 6 1 17.875 PM 15 0.4974 2 13 1 41.84010417 403732 
216 356 2 1 11.875 MD 15 0.4974 2 14 1 41.84010417 315205 
356 216 6 1 17.875 PM 15 0.4974 2 14 1 41.84010417 315205 
216 229 2 2 5.75 AM 30 3.9828 2 27 1 41.84 77720 
229 216 6 2 18.25 PM 30 3.9828 2 27 1 41.84 77720 
216 79 2 4 7.83 AM 40 11.0253 2 23 1 38.91 266230 
79 216 6 4 21.17 PM 40 11.0253 2 23 1 41.84 266230 
216 60 1 3 7.75 AM 30 8.1112 2 24 1 41.84 206362 
60 216 6 3 17.25 PM 30 8.1112 2 24 1 50.21 206362 
216 356 2 1 6.13 AM 15 0.4974 2 13 2 41.84 327026 
356 216 6 1 13.38 MD 15 0.4974 2 13 2 41.84 327026 
216 5 1 2 6.92 AM 50 6.2008 2 42 1 41.84 16859 
5 216 6 2 21.08 PM 50 6.2008 2 42 1 41.84 16859 
216 216 2 1 6.67 AM 20 0 2 21 2 41.84 345249 
216 216 6 1 18.17 PM 20 0 2 21 2 41.84 345249 
216 10 1 2 6.50 AM 60 6.2776 2 19 2 41.84 314444 
10 216 6 2 20.75 PM 30 6.2776 2 19 2 41.84 314444 
216 377 1 2 6.50 AM 60 9.0833 2 41 2 37.66 45481 
377 216 6 2 20.50 PM 60 9.0833 2 41 2 41.84 45481 
216 226 2 1 6.13 AM 15 2.8234 2 16 1 41.84 98282 
226 216 6 1 12.38 MD 15 2.8234 2 16 1 41.84 98282 
216 179 2 4 10.42 MD 50 5.4352 2 18 1 41.84 261650 
179 216 6 4 18.50 PM 60 5.4352 2 18 1 39.75 261650 
216 216 2 1 12.54 MD 25.2 0 2 17 2 41.84010417 88118 
216 216 2 1 13.877 MD 24.8 0 2 17 2 41.84010417 88118 
216 306 1 4 6.67 AM 80 14.9794 2 60 1 50.21 236246 
306 216 6 4 21.50 PM 60 14.9794 2 60 1 41.84 236246 
216 11 1 2 7.33 AM 40 5.857 2 27 1 41.84 148263 
11 216 6 2 18.17 PM 40 5.857 2 27 1 41.84 148263 
216 60 1 4 6.50 AM 60 8.1112 2 23 2 38.91 283315 
60 216 6 4 19.50 PM 60 8.1112 2 23 2 41.84 283315 
216 221 4 5 8.13 AM 15 1.5468 2 41 2 41.84 31179 
221 216 4 5 10.88 MD 15 1.5468 2 41 2 41.84 31179 
216 216 2 1 12.13 MD 15 0 2 13 2 41.84 52995 
216 216 6 1 18.38 PM 15 0 2 13 2 41.84 52995 
216 216 2 1 6.63 AM 15 0 2 10 2 41.84 44630 
216 216 6 1 11.83 MD 20 0 2 10 2 41.84 44630 
216 358 2 1 7.13 AM 15 0.6863 2 9 2 41.84 482246 
358 216 6 1 12.88 MD 15 0.6863 2 9 2 41.84 482246 
216 182 2 2 12.50 MD 60 5.0258 2 23 2 41.84 122205 
182 216 6 2 18.00 PM 60 5.0258 2 23 2 41.84 122205 
216 193 1 2 14.50 MD 60 2.6678 2 19 2 41.84 200011 
193 216 6 2 22.08 MN 50 2.6678 2 19 2 41.84 200011 
216 136 1 2 6.50 AM 60 9.7298 2 49 1 37.66 9168 
136 216 6 2 18.50 PM 60 9.7298 2 49 1 41.84 9168 
216 11 1 2 13.33 MD 40 5.857 2 27 2 41.84 189456 
11 216 6 2 18.17 PM 40 5.857 2 27 2 41.84 189456 
216 329 1 4 5.375 AM 75 13.8733 2 27 1 41.84010417 165925 
329 216 6 4 15.5 MD 60 13.8733 2 27 1 41.84010417 165925 
216 104 1 4 5.375 AM 75 9.7661 2 27 2 41.84010417 288911 
104 216 6 4 14.875 MD 105 9.7661 2 27 2 41.84010417 288911 
216 216 2 1 7.583 AM 10 0 2 5 1 41.84010417 176168 
216 216 6 1 16.083 PM 10 0 2 5 1 41.84010417 176168 
216 232 7 2 10.333 MD 40 4.4438 2 31 2 41.84010417 342417 
232 216 6 2 14.665 MD 40.2 4.4438 2 31 2 41.84010417 342417 
216 216 2 1 12.125 MD 15 0 2 12 1 41.84010417 325931 
216 216 6 1 18.875 PM 15 0 2 12 1 41.84010417 325931 
216 216 2 1 12.125 MD 15 0 2 14 2 41.84010417 12581 
216 216 6 1 18.875 PM 15 0 2 14 2 41.84010417 12581 
216 5 1 2 6.75 AM 30 6.2008 2 24 2 41.84010417 168900 
5 216 6 2 18.75 PM 30 6.2008 2 24 2 41.84010417 168900 
216 5 1 2 6.75 AM 30 6.2008 2 17 1 41.84010417 457140 
5 216 6 2 18.75 PM 30 6.2008 2 17 1 41.84010417 457140 
216 355 2 1 6.083 AM 10 0.6891 2 4 2 41.84010417 56072 
355 216 6 1 12.915 MD 10.2 0.6891 2 4 2 41.84010417 56072 
216 96 1 2 5.50 AM 60 12.3466 2 48 2 41.84 442485 
96 216 6 2 18.50 PM 60 12.3466 2 48 2 41.84 442485 
216 216 2 1 12.63 MD 15 0 2 16 2 41.84 431255 
216 216 6 1 18.63 PM 15 0 2 16 2 41.84 431255 
216 11 3 2 8.25 AM 30 5.857 2 65 2 41.84010417 364790 
11 216 6 2 11.25 MD 30 5.857 2 65 2 41.84010417 364790 
216 356 2 1 6.333 AM 10 0.4974 2 13 1 41.84010417 337713 
356 216 6 1 12.915 MD 10.2 0.4974 2 13 1 41.84010417 337713 
216 72 1 2 7 AM 60 11.1873 2 35 1 41.84010417 369762 
72 216 6 2 17.5 PM 60 11.1873 2 35 1 41.84010417 369762 
216 6 1 2 6.75 AM 30 6.6708 2 35 2 41.84010417 347444 
6 216 6 2 15.75 MD 30 6.6708 2 35 2 41.84010417 347444 
216 30 4 2 14.25 MD 30 6.7901 2 63 1 41.84010417 439323 
30 216 6 2 19.75 PM 30 6.7901 2 63 1 41.84010417 439323 
216 30 1 2 5.5 AM 60 6.7901 2 35 2 41.84010417 282830 
30 216 6 2 17.5 PM 60 6.7901 2 35 2 41.84010417 282830 
216 44 1 2 8.417 AM 50 7.0184 2 30 1 41.84010417 50274 
44 216 6 2 20.5 PM 60 7.0184 2 30 1 41.84010417 50274 
216 226 2 1 6.125 AM 15 2.8234 2 18 2 41.84010417 156328 
226 216 6 1 12.375 MD 15 2.8234 2 18 2 41.84010417 156328 
216 30 2 1 12.125 MD 15 6.7901 2 15 2 41.84010417 268517 
30 216 6 1 18.875 PM 15 6.7901 2 15 2 41.84010417 268517 
216 226 2 1 6.125 AM 15 2.8234 2 13 1 41.84010417 495985 
226 216 6 1 12.375 MD 15 2.8234 2 13 1 41.84010417 495985 
215 387 1 4 5.5 AM 60 8.532 2 33 1 41.5107438 181815 
387 215 6 4 15.417 MD 50 8.532 2 33 1 41.5107438 181815 
215 82 1 4 8.75 AM 90 12.221 2 53 2 41.51 217424 
82 215 6 4 18.25 PM 90 12.221 2 53 2 39.44 217424 
215 261 1 2 8.13 AM 15 1.579 2 14 2 41.51 343151 
261 215 6 2 18.17 PM 20 1.579 2 14 2 41.51 343151 
215 20 1 2 7.71 AM 25 6.5415 2 26 1 41.51 466600 
20 215 6 2 18.13 PM 45 6.5415 2 26 1 41.51 466600 
215 20 1 6 7.75 AM 30 6.5415 2 20 1 41.51 420256 
20 24 6 6 18.13 PM 45 0.8894 2 20 1 41.51 420256 
215 337 1 4 5.00 AM 120 20.3207 2 55 2 41.51 374169 
337 215 6 4 15.75 MD 90 20.3207 2 55 2 41.51 374169 
215 215 1 1 9.083 AM 10 0 2 20 1 41.5107438 49644 
215 215 6 1 22.375 MN 15 0 2 20 1 41.5107438 49644 
215 62 1 2 6.75 AM 60 8.9657 2 45 2 41.5107438 414376 
62 215 6 2 17.5 PM 60 8.9657 2 45 2 41.5107438 414376 
215 55 1 3 8.00 AM 30 7.683 2 27 1 41.51 186024 
55 215 6 3 17.00 PM 30 7.683 2 27 1 33.21 186024 
215 63 1 3 7.83 AM 20 9.7751 2 27 1 29.06 186024 
63 215 6 3 17.17 PM 20 9.7751 2 27 1 33.21 186024 
366 269 3 4 9.625 AM 45 4.8994 2 65 1 71.02093945 461742 
269 366 6 4 12.333 MD 40 4.8994 2 65 1 71.02093945 461742 
366 369 2 3 12.335 MD 19.8 0.4715 2 16 1 71.02093945 61156 
369 366 6 3 17.375 PM 15 0.4715 2 16 1 71.02093945 61156 
366 371 2 3 6.625 AM 45 0.9584 2 13 2 71.02093945 59424 
371 366 6 3 12.25 MD 30 0.9584 2 13 2 71.02093945 59424 
366 371 2 3 12.585 MD 49.8 0.9584 2 8 2 71.02093945 472711 
371 366 6 3 18.042 PM 35 0.9584 2 8 2 71.02093945 472711 
366 371 2 3 12.585 MD 49.8 0.9584 2 6 1 71.02093945 5658 
371 366 6 3 18.042 PM 35 0.9584 2 6 1 71.02093945 5658 
215 222 7 2 6.833 AM 40 2.2216 2 40 2 41.5107438 93445 
222 215 6 2 7.667 AM 20 2.2216 2 40 2 41.5107438 93445 
215 355 1 1 6.998 AM 20.2 1.0298 2 47 2 41.5107438 60535 
355 215 6 1 17.167 PM 20 1.0298 2 47 2 41.5107438 60535 
215 274 1 2 7.5 AM 60 4.5963 2 21 2 37.35966942 114066 
274 215 6 2 17.75 PM 90 4.5963 2 21 2 41.5107438 114066 
215 24 7 4 7.75 AM 30 7.1949 2 50 2 38.60 476877 
24 215 6 4 10.04 MD 45 7.1949 2 50 2 41.51 476877 
215 156 1 2 7.08 AM 70 6.4615 2 31 1 37.36 442084 
156 215 6 2 18.83 PM 100 6.4615 2 31 1 41.51 442084 
215 231 2 3 7.75 AM 30 4.5806 2 32 1 29.06 418839 
231 215 7 3 12.75 MD 30 4.5806 2 32 1 41.51 418839 
215 231 2 3 13.75 MD 30 4.5806 2 32 1 41.51 418839 
231 215 6 3 16.75 PM 30 4.5806 2 32 1 41.51 418839 
215 104 1 2 4.54 AM 35 9.8266 2 30 2 41.51 177871 
104 215 6 4 15.38 MD 45 9.8266 2 30 2 41.51 177871 
215 279 1 2 5.25 AM 30 4.6719 2 32 2 41.5107438 446383 
279 215 6 2 19.333 PM 40 4.6719 2 32 2 41.5107438 446383 
215 20 1 2 5.333 AM 40 6.5415 2 24 2 41.5107438 356826 
20 215 6 2 20.75 PM 90 6.5415 2 24 2 41.5107438 356826 
215 44 1 2 7.375 AM 45 7.232 2 19 1 41.5107438 120154 
44 215 6 2 15.625 MD 75 7.232 2 19 1 41.5107438 120154 
215 382 1 4 6.5 AM 60 9.8055 2 40 1 38.60499174 483580 
382 215 6 4 19.5 PM 60 9.8055 2 40 1 41.5107438 483580 
215 250 1 6 7.38 AM 45 2.0383 2 30 1 41.51 266912 
250 215 6 6 20.25 PM 30 2.0383 2 30 1 41.51 266912 
215 318 1 4 8.375 AM 45 17.7503 2 30 1 41.5107438 109759 
318 215 6 4 19.375 PM 45 17.7503 2 30 1 41.5107438 109759 
215 318 1 4 6.375 AM 45 17.7503 2 29 2 49.81289256 457763 
318 215 6 4 17.375 PM 45 17.7503 2 29 2 45.08066777 457763 
215 92 1 4 6.00 AM 80 13.5905 2 48 1 38.60 373145 
92 215 6 4 18.17 PM 80 13.5905 2 48 1 39.44 373145 
215 308 1 4 6.13 AM 75 14.7195 2 22 1 49.81 116549 
308 215 6 4 18.25 PM 90 14.7195 2 22 1 45.08 116549 
215 8 1 2 5.25 AM 30 6.9444 2 26 2 41.5107438 369578 
8 215 6 2 17 PM 120 6.9444 2 26 2 41.5107438 369578 
215 76 1 4 7.208 AM 25 10.8397 2 34 1 38.60499174 209892 
76 215 6 4 17.5 PM 60 10.8397 2 34 1 39.43520661 209892 
215 104 1 2 6 AM 60 9.8266 2 33 2 37.35966942 295091 
104 215 6 2 14.583 MD 70 9.8266 2 33 2 41.5107438 295091 
215 118 1 2 6.21 AM 124.8 9.6853 2 40 2 37.35966942 150174 
118 5 7 2 15.665 MD 40.2 4.5375 2 40 2 41.5107438 150174 
5 215 6 2 18 PM 30 6.2549 2 40 2 41.5107438 150174 
166 77 1 2 7.207 AM 45.2 7.3643 2 37 2 55.36363636 67984 
77 166 6 2 16.25 PM 30 7.3643 2 37 2 55.36363636 67984 
166 166 2 1 8.375 AM 15 0 2 5 2 55.36363636 89382 
166 166 6 1 16.125 PM 15 0 2 5 2 55.36363636 89382 
215 2 1 2 8.75 AM 30 6.5764 2 26 2 41.5107438 431825 
2 215 6 2 18.25 PM 30 6.5764 2 26 2 41.5107438 431825 
215 29 1 2 6.5 AM 60 7.4518 2 25 1 41.5107438 25761 
29 215 6 2 18.5 PM 60 7.4518 2 25 1 41.5107438 25761 
215 18 1 2 5.25 AM 30 5.8139 2 29 1 41.51 399132 
18 166 1 1 8.63 AM 75 3.6594 2 29 1 41.51 399132 
166 215 6 2 21.13 PM 45 6.5921 2 29 1 41.51 399132 
164 269 1 2 7.25 AM 30 9.3218 2 47 1 16.40 419427 
269 339 1 2 9.42 AM 50 32.0598 2 47 1 16.40 419427 
339 10 1 2 12.42 MD 50 22.5064 2 47 1 16.40 419427 
10 164 6 2 14.17 MD 20 3.9383 2 47 1 16.40 419427 
164 200 3 2 5.25 AM 30 3.1432 2 43 2 16.40 176078 
200 164 6 2 20.75 PM 30 3.1432 2 43 2 16.40 176078 
164 329 1 3 10.13 MD 15 8.5956 2 23 1 16.40 75286 
329 164 6 3 17.13 PM 15 8.5956 2 23 1 22.96 75286 
164 10 7 2 9.17 AM 20 3.9383 2 22 2 16.40 5299 
10 164 6 2 13.17 MD 20 3.9383 2 22 2 16.40 5299 
164 10 7 2 16.17 PM 20 3.9383 2 22 2 16.40 5299 
10 164 6 2 18.67 PM 20 3.9383 2 22 2 14.76 5299 
164 10 7 2 9.17 AM 20 3.9383 2 17 2 16.40 493651 
10 164 6 2 13.17 MD 20 3.9383 2 17 2 16.40 493651 
164 10 7 2 16.17 PM 20 3.9383 2 17 2 16.40 493651 
10 164 6 2 18.67 PM 20 3.9383 2 17 2 14.76 493651 
215 307 1 4 6.38 AM 45 16.6999 2 43 1 49.81 326042 
307 215 6 4 17.54 PM 65 16.6999 2 43 1 45.08 326042 
