origin destination reason MODO HMV RED duration distance strata age gender FEV ID 
216 79 2 4 7.83 AM 40 11.0253 s_2 23 1 38.91 234 
79 216 6 4 21.17 PM 40 11.0253 s_2 23 1 41.84 234 
216 60 1 3 7.75 AM 30 8.1112 s_2 24 1 41.84 235 
60 216 6 3 17.25 PM 30 8.1112 s_2 24 1 50.21 235 
216 356 2 1 6.13 AM 15 0.4974 s_2 13 2 41.84 236 
356 216 6 1 13.38 MD 15 0.4974 s_2 13 2 41.84 236 
216 5 1 2 6.92 AM 50 6.2008 s_2 42 1 41.84 237 
5 216 6 2 21.08 PM 50 6.2008 s_2 42 1 41.84 237 
216 216 2 1 6.67 AM 20 0 s_2 21 2 41.84 258 
216 216 6 1 18.17 PM 20 0 s_2 21 2 41.84 258 
216 10 1 2 6.50 AM 60 6.2776 s_2 19 2 41.84 259 
10 216 6 2 20.75 PM 30 6.2776 s_2 19 2 41.84 259 
216 377 1 2 6.50 AM 60 9.0833 s_2 41 2 37.66 282 
377 216 6 2 20.50 PM 60 9.0833 s_2 41 2 41.84 282 
216 226 2 1 6.13 AM 15 2.8234 s_2 16 1 41.84 283 
226 216 6 1 12.38 MD 15 2.8234 s_2 16 1 41.84 283 
216 179 2 4 10.42 MD 50 5.4352 s_2 18 1 41.84 284 
179 216 6 4 18.50 PM 60 5.4352 s_2 18 1 39.75 284 
120 1 1 2 7.125 AM 15 3.8813 s_4 42 1 82.63888889 300 
1 42 1 2 7.75 AM 30 1.9298 s_4 42 1 82.63888889 300 
42 1 6 2 18.25 PM 30 1.9298 s_4 42 1 82.63888889 300 
1 120 6 2 19 PM 30 3.8813 s_4 42 1 82.63888889 300 
120 179 1 5 7.75 AM 30 3.6338 s_4 47 2 132.2222222 301 
179 120 6 5 18.25 PM 30 3.6338 s_4 47 2 148.75 301 
120 179 1 5 7.75 AM 30 3.6338 s_4 23 2 132.2222222 302 
179 120 6 5 18.25 PM 30 3.6338 s_4 23 2 148.75 302 
216 216 2 1 12.54 MD 25.2 0 s_2 17 2 41.84010417 308 
216 216 2 1 13.877 MD 24.8 0 s_2 17 2 41.84010417 308 
120 202 1 3 7.25 AM 30 5.3181 s_4 35 1 82.64 309 
202 120 6 3 9.25 AM 30 5.3181 s_4 35 1 82.64 309 
120 102 1 3 15.21 MD 25 3.138 s_4 35 1 82.64 309 
102 120 6 3 18.33 PM 40 3.138 s_4 35 1 115.69 309 
120 202 1 3 7.25 AM 30 5.3181 s_4 19 2 82.64 310 
202 120 6 3 9.25 AM 30 5.3181 s_4 19 2 82.64 310 
120 102 1 3 15.21 MD 25 3.138 s_4 19 2 82.64 310 
102 120 6 3 18.33 PM 40 3.138 s_4 19 2 115.69 310 
366 151 1 2 7.5 AM 60 8.5562 s_1 27 2 29.48030814 336 
151 366 6 2 16.5 PM 60 8.5562 s_1 27 2 32.75589793 336 
366 366 2 1 6.85 AM 12 0 s_1 9 2 32.75589793 337 
366 366 6 1 12.1 MD 12 0 s_1 9 2 32.75589793 337 
366 366 2 1 6.875 AM 15 0 s_1 8 2 32.75589793 338 
366 366 6 1 12.1 MD 12 0 s_1 8 2 32.75589793 338 
131 5 7 5 18.08 PM 10 2.9648 s_4 55 2 303.06 454 
5 131 6 5 23.88 MN 5 2.9648 s_4 55 2 84.18 454 
131 231 2 3 8.08 AM 10 3.9089 s_4 21 1 84.18 455 
231 131 6 2 16.17 PM 20 3.9089 s_4 21 1 84.18 455 
131 116 2 3 6.08 AM 10 2.2208 s_4 20 2 84.18 456 
116 131 6 3 16.08 PM 10 2.2208 s_4 20 2 84.18 456 
131 131 3 1 9.042 AM 5 0 s_4 56 2 84.18277311 476 
131 131 6 1 10.042 MD 5 0 s_4 56 2 84.18277311 476 
131 24 1 2 7.125 AM 15 2.8013 s_4 50 2 84.18277311 477 
24 131 6 2 12.375 MD 15 2.8013 s_4 50 2 84.18277311 477 
131 24 1 2 13.125 MD 15 2.8013 s_4 50 2 84.18277311 477 
24 131 6 2 8.875 AM 15 2.8013 s_4 50 2 84.18277311 477 
131 1 1 2 8.625 AM 15 3.4567 s_4 59 1 84.18277311 478 
1 131 6 2 14.125 MD 15 3.4567 s_4 59 1 84.18277311 478 
131 234 7 2 15 MD 60 5.0173 s_4 10 1 84.18277311 479 
234 131 6 2 20 PM 60 5.0173 s_4 10 1 84.18277311 479 
131 231 2 2 7.582 AM 30.2 3.9089 s_4 21 1 84.18277311 484 
231 131 6 2 20.375 PM 45 3.9089 s_4 21 1 84.18277311 484 
131 142 2 1 6.333 AM 10 2.2557 s_4 16 1 84.18277311 485 
142 131 6 1 12.083 MD 10 2.2557 s_4 16 1 84.18277311 485 
131 142 2 1 6.333 AM 10 2.2557 s_4 15 1 84.18277311 486 
142 131 6 1 12.083 MD 10 2.2557 s_4 15 1 84.18277311 486 
131 150 5 3 14.083 MD 10 0.9661 s_4 68 2 84.18277311 502 
150 131 6 5 20.583 PM 10 0.9661 s_4 68 2 84.18277311 502 
131 121 7 1 15.25 MD 30 1.1457 s_4 54 1 84.18277311 503 
121 131 6 5 1.083 MN 10 1.1457 s_4 54 1 84.18277311 503 
131 44 1 5 6.125 AM 15 4.815 s_4 54 2 101.0193277 510 
44 131 6 5 14.125 MD 15 4.815 s_4 54 2 84.18277311 510 
131 1 7 2 16.208 PM 25 3.4567 s_4 54 2 84.18277311 510 
1 131 6 2 18.125 PM 15 3.4567 s_4 54 2 75.7644958 510 
131 231 2 4 6.75 AM 30 3.9089 s_4 21 1 78.28997899 511 
231 131 6 2 17.375 PM 45 3.9089 s_4 21 1 75.7644958 511 
131 231 2 2 13.75 MD 30 3.9089 s_4 19 2 84.18277311 512 
231 131 6 2 19.25 PM 30 3.9089 s_4 19 2 84.18277311 512 
131 142 5 2 10.877 MD 24.8 2.2557 s_4 69 2 84.18277311 523 
142 131 6 2 12.54 MD 25.2 2.2557 s_4 69 2 84.18277311 523 
131 261 1 2 6.125 AM 15 8.7458 s_4 42 2 84.18277311 524 
261 178 1 5 13.083 MD 10 6.0139 s_4 42 2 84.18277311 524 
178 131 6 5 20.083 PM 10 2.8558 s_4 42 2 84.18277311 524 
366 60 1 2 6.38 AM 45 7.6341 s_1 38 1 32.76 526 
60 366 6 2 17.33 PM 40 7.6341 s_1 38 1 32.76 526 
366 366 2 1 7.71 AM 5 0 s_1 5 2 32.76 527 
366 366 6 1 12.04 MD 5 0 s_1 5 2 32.76 527 
153 33 1 2 6.167 AM 20 4.0908 s_4 56 2 97.25 552 
33 153 6 2 18.333 PM 40 4.0908 s_4 56 2 87.525 552 
161 1 3 2 15.208 MD 25 3.0725 s_4 63 2 58.45092207 597 
1 161 6 2 16.333 PM 10 3.0725 s_4 63 2 58.45092207 597 
161 175 1 3 13.75 MD 30 1.6995 s_4 24 1 58.45092207 598 
175 161 6 3 16.167 PM 20 1.6995 s_4 24 1 58.45092207 598 
162 10 7 2 9.29 AM 25.2 3.4984 s_4 57 2 50.15843621 617 
10 162 6 2 11.335 MD 19.8 3.4984 s_4 57 2 50.15843621 617 
162 10 3 2 14.667 MD 20 3.4984 s_4 57 2 50.15843621 617 
10 162 6 2 17.75 PM 30 3.4984 s_4 57 2 45.14259259 617 
162 78 2 6 17.25 PM 30 6.5932 s_4 24 1 50.15843621 618 
78 162 6 6 20.25 PM 30 6.5932 s_4 24 1 50.15843621 618 
162 150 4 1 7.498 AM 20.2 1.4875 s_4 55 2 50.15843621 621 
150 151 1 5 8.373 AM 5.2 0.6157 s_4 55 2 50.15843621 621 
151 162 6 2 14.167 MD 20 2.0957 s_4 55 2 50.15843621 621 
162 61 7 5 14.75 MD 30 4.4572 s_4 55 2 50.15843621 621 
61 162 6 5 16.667 PM 20 4.4572 s_4 55 2 50.15843621 621 
162 61 4 5 14.75 MD 30 4.4572 s_4 92 2 50.15843621 622 
61 162 6 5 16.667 PM 20 4.4572 s_4 92 2 50.15843621 622 
162 61 7 5 14.75 MD 30 4.4572 s_4 44 2 50.15843621 623 
61 162 6 5 16.667 PM 20 4.4572 s_4 44 2 50.15843621 623 
162 1 1 3 8.625 AM 15 3.1738 s_4 65 2 50.15843621 624 
1 162 6 5 18.625 PM 15 3.1738 s_4 65 2 65.20596708 624 
162 292 1 4 6.25 AM 90 21.5409 s_4 58 1 43.63783951 625 
292 162 6 4 18.75 PM 90 21.5409 s_4 58 1 55.17427984 625 
162 5 1 2 6.625 AM 15 2.7043 s_4 50 2 50.15843621 626 
5 162 6 2 13.125 MD 15 2.7043 s_4 50 2 50.15843621 626 
162 5 1 2 16.125 PM 15 2.7043 s_4 50 2 50.15843621 626 
5 162 6 2 19.125 PM 15 2.7043 s_4 50 2 50.15843621 626 
162 243 2 3 6.917 AM 20 3.778 s_4 14 2 50.15843621 627 
243 162 6 3 14.75 MD 30 3.778 s_4 14 2 50.15843621 627 
162 10 7 2 9.75 AM 30 3.4984 s_4 58 2 50.15843621 631 
10 162 6 2 12.25 MD 30 3.4984 s_4 58 2 50.15843621 631 
162 131 7 3 11.125 MD 15 2.1059 s_4 32 1 50.15843621 632 
131 162 6 3 13.835 MD 19.8 2.1059 s_4 32 1 50.15843621 632 
162 76 1 3 7.667 AM 20 6.8933 s_4 23 1 30.09506173 633 
76 162 6 3 18.25 PM 30 6.8933 s_4 23 1 35.11090535 633 
162 131 1 2 7.667 AM 20 2.1059 s_4 38 1 50.15843621 636 
131 162 6 2 18.498 PM 20.2 2.1059 s_4 38 1 50.15843621 636 
366 104 1 3 7.585 AM 49.8 9.4275 s_1 29 1 32.75589793 755 
104 366 6 3 18 PM 60 9.4275 s_1 29 1 68.78738565 755 
366 267 1 2 7.832 AM 60.2 4.4046 s_1 21 2 32.75589793 756 
267 366 6 2 17.292 PM 35 4.4046 s_1 21 2 32.75589793 756 
365 18 3 2 8.50 AM 60 5.2679 s_1 42 1 32.76 849 
18 365 6 2 12.63 MD 75 5.2679 s_1 42 1 32.76 849 
164 231 1 2 13.25 MD 30 3.3206 s_3 29 1 16.4 856 
231 164 6 2 18.25 PM 30 3.3206 s_3 29 1 14.76 856 
151 285 1 3 7.25 AM 30 15.2283 s_3 55 2 41.56 982 
285 151 6 3 17.29 PM 35 15.2283 s_3 55 2 77.19 982 
151 150 5 1 12.04 MD 5 0.6157 s_3 20 2 59.38 983 
150 151 6 1 17.08 PM 10 0.6157 s_3 20 2 59.38 983 
151 147 5 1 18.04 PM 5 0.5969 s_3 20 2 59.38 983 
147 151 6 1 19.58 PM 10 0.5969 s_3 20 2 59.38 983 
151 151 2 1 7.02 AM 2 0 s_3 17 2 59.38 984 
151 151 6 1 13.02 MD 2 0 s_3 17 2 59.38 984 
151 156 3 3 16.583 PM 10 2.5588 s_3 57 2 59.375 1014 
156 151 6 3 18.625 PM 15 2.5588 s_3 57 2 83.125 1014 
151 142 1 2 7.625 AM 15 1.4968 s_3 54 1 59.375 1015 
142 151 6 2 18.167 PM 20 1.4968 s_3 54 1 59.375 1015 
151 86 1 3 7.75 AM 30 7.8041 s_3 23 2 59.375 1036 
86 82 4 2 17.125 PM 15 1.0768 s_3 23 2 59.375 1036 
82 151 6 2 19.21 PM 34.8 6.7273 s_3 23 2 59.375 1036 
151 79 2 4 14.333 MD 40 5.655 s_3 20 2 59.375 1037 
79 151 6 4 18.417 PM 50 5.655 s_3 20 2 56.40625 1037 
151 1 1 4 7.415 AM 10.2 4.0979 s_3 29 1 55.21875 1044 
1 151 6 4 12.25 MD 30 4.0979 s_3 29 1 59.375 1044 
151 7 1 5 7.75 AM 30 3.8022 s_3 31 1 71.25 1045 
7 151 6 5 20.25 PM 30 3.8022 s_3 31 1 59.375 1045 
151 7 1 5 7.75 AM 30 3.8022 s_3 29 1 71.25 1046 
7 151 6 5 20.25 PM 30 3.8022 s_3 29 1 59.375 1046 
151 150 2 1 8.042 AM 5 0.6157 s_3 7 1 59.375 1047 
150 151 6 1 12.042 MD 5 0.6157 s_3 7 1 59.375 1047 
151 150 7 1 8.04 AM 4.8 0.6157 s_3 28 2 59.375 1048 
150 151 6 1 8.21 AM 4.8 0.6157 s_3 28 2 59.375 1048 
151 150 7 1 11.873 MD 5.2 0.6157 s_3 28 2 59.375 1048 
150 151 6 1 12.042 MD 5 0.6157 s_3 28 2 59.375 1048 
